x,y,z
-6.338428376676449716e+02,1.250948513731498366e+02,2.173176511204246708e-01
-6.329401125597717055e+02,1.276323970980320723e+02,3.173567937367600678e-01
-6.317147224133626651e+02,1.307672624349810349e+02,3.174144435548313936e-01
-6.303974406422586299e+02,1.335867938233949133e+02,4.174860699661806507e-01
-6.292674924555149119e+02,1.358556252504799886e+02,4.675494241340418800e-01
-6.281126455278479170e+02,1.379307053532693885e+02,5.176184427309493685e-01
-6.268078699494151351e+02,1.401234665725203286e+02,5.676986969158335228e-01
-6.260998493475858595e+02,1.412331656353339611e+02,5.677435970440285473e-01
-6.245394852491448319e+02,1.434364556009080616e+02,6.678470779446570305e-01
-6.227866533647920733e+02,1.457879548807137269e+02,6.679647934461527825e-01
-6.204989729515394856e+02,1.487134454265830641e+02,7.681197631436095241e-01
-6.187444545617928497e+02,1.506974322179764556e+02,7.682432742952249871e-01
-6.170071412882517734e+02,1.524732383940780096e+02,8.183690668730818629e-01
-6.151920685682015346e+02,1.543539633905480741e+02,8.684987976769656948e-01
-6.129040197043842682e+02,1.564528264418906929e+02,8.686675401192549550e-01
-6.118373302383761256e+02,1.573498736588930456e+02,8.687476636989899248e-01
-6.096158924048396557e+02,1.591162045489452339e+02,8.689161215666914018e-01
-6.078390976466913571e+02,1.603868168094888631e+02,8.690534862777425928e-01
-6.054054605195519798e+02,1.620815172436718967e+02,8.692416280171073595e-01
-6.044930119098676187e+02,1.626693557037822302e+02,8.693131190816032472e-01
-5.998783947104175240e+02,1.652571346125414209e+02,9.196814767405007141e-01
-5.975418806132197460e+02,1.664699694231631781e+02,9.198689123948469160e-01
-5.948148826998708500e+02,1.677788168484040909e+02,9.200891158414779003e-01
-5.924216840307665279e+02,1.687701416932801521e+02,9.202853229715876049e-01
-5.899816676901008350e+02,1.697026170954053157e+02,9.204863624545683853e-01
-5.875528217226376455e+02,1.706212152303306482e+02,9.206856392190871929e-01
-5.852670212252961619e+02,1.714937456614813414e+02,8.708720161230303347e-01
-5.840603340783795829e+02,1.719194587776824790e+02,8.709709937345024855e-01
-5.812143650420883887e+02,1.729684877251826833e+02,8.212021843142949251e-01
-5.771256326518177957e+02,1.744115870792926728e+02,8.215335287684979448e-01
-5.763334913980288547e+02,1.746685650155653775e+02,8.215980471835919730e-01
-5.737989723589199684e+02,1.755627313169889874e+02,7.718016288945150905e-01
-5.711828429213896925e+02,1.764291359466368476e+02,7.720120969480461781e-01
-5.691449267622156185e+02,1.770874006046061027e+02,7.721757333359136055e-01
-5.671267666370175675e+02,1.778056241071769819e+02,7.723352325925176842e-01
-5.649165844863636039e+02,1.786048868465067301e+02,7.725086813683716969e-01
-5.624679933640015861e+02,1.794008018926173236e+02,7.727023636239067628e-01
-5.607501074702054211e+02,1.799780380164204985e+02,7.228371499002363976e-01
-5.585914796044401101e+02,1.807084669768444769e+02,7.230055976310659771e-01
-5.557566894311503347e+02,1.817147589180662237e+02,6.732242643160759599e-01
-5.534373969868252061e+02,1.825512125121609870e+02,6.734017127124474200e-01
-5.508938711512926147e+02,1.833854302187220924e+02,6.735975640900591088e-01
-5.482609923349245946e+02,1.842113136447042052e+02,6.238002502860453546e-01
-5.460929086640788910e+02,1.849911527999652492e+02,5.739633870393774373e-01
-5.436739517757980593e+02,1.858659066367661694e+02,5.241442349869842587e-01
-5.411824008072892411e+02,1.867079019143896517e+02,4.743311854665961391e-01
-5.387827783372224530e+02,1.876037559788046281e+02,4.745077192916724584e-01
-5.363745645237422650e+02,1.884474240785905010e+02,4.246854879562395602e-01
-5.337855036803571238e+02,1.892938560859557811e+02,3.748772097601076325e-01
-5.300928589117952470e+02,1.905393705970134590e+02,3.251475804976993733e-01
-5.273676194657937231e+02,1.914329822149777272e+02,2.253463706657117260e-01
